4b4d38d5-b196-3075-8f90-27fa7e45d92b,Technosphere Flows,CUTOFF Flows,"Electricity, hydropower, at power plant, unspecified",,MJ,,,,,,,,,,,-0.1071396,-0.2281788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e9f8d2d-5ce1-3e64-8130-5ec0b62ca7d1,Technosphere Flows,CUTOFF Flows,"Electricity, other fuels, unspecified, at power plant",,MJ,,,,,,,,,,,-0.0055512,-0.0100224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b8d7c56-1021-37b6-be2c-3c92d8b9f026,Technosphere Flows,CUTOFF Flows,"Electricity, other gases, unspecified,  at power plant",,MJ,,,,,,,,,,,-0.0077328,-0.0100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b31ba1d1-fb4b-3b9e-96c2-1e042fec4e84,Technosphere Flows,CUTOFF Flows,"Electricity, petroleum coke, at power plant",,MJ,,,,,,,,,,,-0.0140292,-0.0266904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e5ad224-751f-3379-8b19-1d533cf2b09c,Technosphere Flows,CUTOFF Flows,"Electricity, solar, unspecified, at power plant",,MJ,,,,,,,,,,,,-0.000774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423e3050-f49a-303a-88a8-1ac428418f9c,emission,air,Ethane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,,,,,,,,,,,,,,
7b2a26ef-86ec-39e1-82e6-016b31800e2b,emission,air,Ethylbenzene,,kg,,,,,0.000000047,,,,,,,,,,,,,,,,,,,,0.000000047,,,,,,,,,,,,,,,,,5.2284E-07,,,,,,,,,,,,,,,,,,,,,,,,,,
6c82f4d1-4fa8-3b7e-816d-c4153c0eba6d,emission,water,Ethylbenzene,,kg,,,,,,0.000000335,1.445E-08,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000001,,,,,,,,,,,,,,
3378c02d-6828-36dc-a9fe-9948b59a8bd6,emission,air,Ethylene,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000021,,,,,,,,,,,,,,,
3406549e-cf97-3fec-b0bb-07506f38dfc4,emission,water,Ethylene,,kg,,,,,,,,,,,,,,,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8ead97e-1f5f-3c0c-aa72-c7b25050864e,emission,air,Ethylene dibromide,,kg,,,,,6E-10,,,,,,,,,,,,,,,,,,,,6E-10,,,,,,,,,,,,,,,,,,,,,,9.34002E-10,1.79842E-09,1.13549E-10,2.19841E-10,2.08742E-10,,,,,,,,,,,,,,,,,
41520962-0f73-3a5a-a396-c1c2d52bb55f,emission,water,Ethylene glycol,,kg,,,,,,,,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c89c263a-b0b7-34c9-a27c-d9ebf851c3cc,emission,air,Fluoranthene,,kg,,,,,3.55E-10,,,,,,,,1.5686E-10,,2.7763E-10,,,,,,,,,,3.55E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5697dcb-8fd3-3046-b499-f34e33495b61,emission,air,Fluorene,,kg,,,,,4.55E-10,,,,,,,,2.0104E-10,,3.5584E-10,,,,,,,,,,4.55E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d83e2d8e-93e4-37c2-be41-b7b7d9f93a11,emission,water,Fluorene,,kg,,,,,,,1.154E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382c434b-4131-3cb7-8c90-c3afc262ac23,emission,water,"Fluorenes, alkylated, unspecified",,kg,,,,,,1.01E-08,2.488E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40ba4085-36b8-3564-8552-5d3bd6186f93,emission,air,Fluoride,,kg,,,,,0.000022297,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8a4d121-c284-3073-ba8f-37f9253ff20a,emission,water,Fluoride,,kg,,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000001,,,,,,,,,,,,,,,
cf1c6b0f-a688-355e-b222-ebb4a4c163d5,emission,water,Fluorine,,kg,,,,,,4.98E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08a91e70-3ddc-11dd-97f7-0050c2490048,Resource,in ground,Fluorspar,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000001,,,,,,,,,,,,,,,,
a257b8d3-62dd-37ad-b429-73d96c97165c,emission,air,Formaldehyde,,kg,,,,,0.000003383,,,,0.000019612,,,,5.3023E-08,1.3152E-06,9.3847E-08,3.5836E-07,,1.0415E-06,,,0.000017674,,,,0.000003383,,,,,,,,,,,,,,1.2014E-06,1.2014E-06,1.2014E-06,0.000011601,,,,,,,,,,,,,3.9543E-06,,,,,,,,,,,,,0.0000396
bf366291-fb38-4901-9c96-16472193b680,Technosphere Flows,CUTOFF Flows,"Fuel gas, produced onsite, at cracker, m3",,m3,,,,,,,,,,,,,,,,,,,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8b8cad5-6cb4-3c94-b181-51b1546decd6,emission,air,Furan,,kg,,,,,,,,,,,,,1.1002E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efaa5e7d-6efa-398d-95b4-7d24be488715,ground,subterranean,Gravel,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000006,,,,,,,,,,,,,,,,
76cf7898-8461-3265-a3a4-14dd2682779e,emission,air,HCFC-22,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000001,,,,,,,,,,,,,,
9a2c8196-dc6a-3ee0-868d-4278ac51a46f,emission,air,Heptane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,
5b9ac6e8-5db3-3abf-9074-d12787ae5974,emission,water,Hexacosane,,kg,,,,,,2.37E-09,3.04E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6546ff7-0bf9-3866-8335-01aa38b3e8b0,emission,water,Hexadecane,,kg,,,,,,0.000000215,1.327E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955b6e2-3ae6-315c-94f1-028d7faada34,emission,air,Hexane,,kg,,,,,3.35E-08,,,,,,,,,,,,,,,,,,,,3.35E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,,,,,,,,,,,,,,
3bbc78d0-08c4-48ef-a863-704e32fddcb3,Emission to air,high population density,Hexane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,482.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583cfbf3-e4c8-38da-827b-2aced8123a8f,emission,water,Hexanoic acid,,kg,,,,,,0.000000747,4.652E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a8ca31c-ede5-38b1-8c30-2d50fb499a55,emission,air,Hydrocarbons,,kg,,,,,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00022,,,,,,,,,,,,,,,
42983b7d-3999-3fa9-b172-a0fc678236fe,emission,water,Hydrocarbons,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000267,0.0000267,,,,,,,,,,,,,,,,,,,0.000013,,,,,,,,,,,,,,,,
8b5d5c1d-c786-4367-94f0-fae42cd3ac0a,Emission to air,high population density,"Hydrocarbons, aromatic",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043,,,,,,,,,,,,,,,,
e2230ed6-8d5e-3315-8bc9-ce337d1283ce,emission,air,Hydrochloric acid,,kg,,,,,0.00030654,,,0.000083807,,,,,0.00026511,0.000027875,0.00046923,,,0.000022074,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000001,0.000000001,0.000083807,,,,,,,,,,,,,0.000171
1c288388-0f32-30f1-8267-19b8d72c80df,emission,air,Hydrofluoric acid,,kg,,,,,0.000052357,,,,,,,,0.000033139,,0.000058654,,,,,,,,,,0.000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93995ef3-e3d2-37a6-a6ab-67636a2f12a3,emission,air,Hydrofluorocarbons,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000001,,,,,,,,,,,,,,,
1aaa4326-5c2e-31c5-be81-f856b4e424b1,emission,air,Hydrogen,,MJ,,,1.42857E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,0.000783808,,,,,,,,,,,,,,
8e906def-6bd5-4248-ac2b-94e6eedde3c9,Emission to air,high population density,Hydrogen,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026,,,,,,,,,,,,,,,,
afcbd980-14c2-4e1d-a0aa-5f6464e5c76b,Emission to air,high population density,Hydrogen chloride,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015,,,,,,,,,,,,,,,,
08351d0e-94b3-3bc8-a9a6-9afcd5e10999,Emission to air,"low population density, long-term",Hydrogen cyanide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000007,,,,,,,,,,,,,,,,
257eacb9-96fe-4a3d-961a-f5e6c7823ff0,Emission to air,high population density,Hydrogen fluoride,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000006,,,,,,,,,,,,,,,,
f8cbcd43-8201-3b05-b19a-82d305414af4,emission,air,Hydrogen sulfide,,kg,,,,,,,,,,,,,,,,,,,0.000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e962ef47-cedd-36b6-b962-abacbab62a02,emission,air,"Indeno[1,2,3-cd]pyrene",,kg,,,,,3.05E-11,,,,,,,,1.3477E-11,,2.3853E-11,,,,,,,,,,3.05E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b61d376-c8c2-31ae-9c19-9b8b958c74dd,emission,water,Iron,,kg,,,,0.00000864,,0.000631,0.00003932,3.5562E-08,,,,,,1.1828E-08,,,,1.0491E-08,,7.35,,,,2.65E-08,,,,,0.00000109,,,,,0.00000109,,,,,,,,,,,,,,,,,,,0.0000001,,4.2906E-08,,,,,,,,,,,,,
63e7d74e-8549-11e0-9d78-0800200c9a66,Emission to water,unspecified,Iron,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,
290d9a3e-ae36-3c36-b755-8bbf90c17054,Resource,ground,Iron,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017,,,,,,,,,,,,,,,,
515e9797-af84-335a-a30f-a48f9a9e2ed7,emission,air,Isobutane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,
feb8a91d-fa3f-3660-bfc2-75471003288d,urban,low,Isobutene,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,
9aa7fac7-87ac-35ac-9cfb-639180846bee,emission,air,Isophorone,,kg,,,,,0.00000029,,,,,,,,,,,,,,,,,,,,0.00000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04bdc59-0f29-3c7f-956c-53b0003b37e7,emission,water,Isoprene,,kg,,,,,,,,,,,,,,,,,,,0.0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222a86c7-0134-3761-8eeb-a5c8a2947ca6,emission,air,Isopropanol,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,,,,,,,,,,,,,,
35b5c1c9-2910-3597-9c29-835fe31bc726,emission,air,Kerosene,,kg,,,,,,,,,,,,,,,,,,,,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74291898-f3b6-4823-92d5-e966bc4d4f9c,Technosphere Flows,CUTOFF Flows,"Landfill gas, at cracker, m3",,m3,,,,,,,,,,,,,,,,,,,-0.00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe829136-3042-36e6-b4cb-7ff591e8db98,emission,air,Lead,,kg,,,,,1.7862E-06,,,1.4958E-07,,,,,9.279E-08,6.0181E-08,1.6423E-07,2.3891E-09,,4.7657E-08,,,,,,,0.000068588,,,,,,,,,,,,,,8.0092E-09,8.0092E-09,8.0092E-09,,,,,,,,,,,,,,1.8094E-07,,,,,,,,,,,,,0.000000432
f8204689-71e9-3275-85f4-66c4112e5511,emission,water,Lead,,kg,,,,,,0.00000209,0.000000118,,,,,,,,,,,,1E-10,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15431E-10,4.14814E-10,2.61905E-11,5.07071E-11,4.81472E-11,,0.000000001,,,,,,,,,,,,,,,
2a73815a-9774-35ed-a8fa-6952fa17a3e0,Resource,unspecified,"Lead, Pb 3.6E-1%, in mixed ore",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000011,,,,,,,,,,,,,,,,
5c8aca95-6eb3-3b26-83d0-838936066653,emission,water,Lead-210,,kBq,,,,,,0.0010332,0.000064428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf9a98d7-16de-3777-b21d-ee9edc177ca0,ground,subterranean,Limestone,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0026,,,,,,,,,,,,,,,-0.116,
1f62b25d-4dcb-3f81-8273-65dbbda19bac,emission,water,Lithium(I),,kg,,,,,,0.00000382,0.000000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a975efda-5fb3-38a9-8d3f-212606aa853f,emission,water,m-Xylene,,kg,,,,,,0.000000108,6.273E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38b7760e-42fa-3d33-b91c-67d348d99097,emission,air,Magnesium,,kg,,,,,0.0000055,,,,,,,,2.4302E-06,,4.3013E-06,,,,,,,,,,0.0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345e5a3-e4c5-3cc1-b896-988ae1796d8e,emission,water,Magnesium,,kg,,,,,,0.00223,0.0000992,,,,,,,,,,,,,,,,,,,,,,0.000025,0.000203,,,,0.000025,,,,,,,,,,,,,,,,,,0.000009,,,,,,,,,,,,,,,,
fe0acd60-3ddc-11dd-aac3-0050c2490048,Resource,in ground,Magnesium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000001,,,,,,,,,,,,,,,,
9a474c27-63f9-3d0d-a74c-465fd97400e7,emission,air,Manganese,,kg,,,,,1.7876E-07,,,9.972E-08,,,,,1.0825E-07,1.1956E-07,1.916E-07,1.8157E-09,,9.4682E-08,,,,,,,1.7876E-07,,,,,,,,,,,,,,6.087E-09,6.087E-09,6.087E-09,,,,,,,,,,,,,,3.5948E-07,,,,,,,,,,,,,0.0000144
8f023abc-b8fc-3ef7-9571-f4cf6c2b6820,emission,water,Manganese,,kg,,,,0.00000576,,0.00000356,1.458E-07,,,,,,,,,,,,,1.39,,,,0.000000176,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122f9fb-a740-3bb7-bb66-f3f64059629d,emission,air,Mercaptans,,kg,,,,,0.0001085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2c65e04-f613-33db-9a6e-4cb4577b0005,emission,air,Mercury,,kg,,,,,6.5409E-07,,,4.986E-08,,,,,1.8337E-08,4.5036E-09,3.2455E-08,1.2423E-09,,3.5664E-09,,,,,,,6.5409E-07,,,,,,,,,,,,,,4.1648E-09,4.1648E-09,4.1648E-09,,,,,,,,,,,,,,1.354E-08,,,,,,,,,,,,,3.15E-08
687b7004-d26d-3dfc-b8f2-81e092bc4bca,emission,water,Mercury,,kg,,,,,,3.49E-09,2.308E-10,,,,,,,,,,,,1E-10,0.00016,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32005E-11,2.54175E-11,1.60481E-12,3.10705E-12,2.95019E-12,,1E-11,,,,,,,,,,,,,,,
19f60b63-b5d8-3689-835a-79ac8fd7f367,Waste,unspecified,Metal waste,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000019,,,,,,,,,,,,,,,,
4f816627-5cda-37b6-bc78-a6ee1ae4b089,emission,air,Metals,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038494
744039f7-9641-399c-9f9e-e4a78eab355b,emission,water,Metals,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,
aab83476-ec6c-3742-af85-15d320b7ce80,emission,air,Methane,,kg,,,,0.00399,0.00011543,0.00353,0.0053,6.1048E-06,0.00013363,,,,8.3124E-06,2.1917E-06,0.000015641,0.000010743,,8.8565E-06,0.0001,,0.00092063,,,0.00113,0.00002,0.000026025,,,0.00127,0.00156,0.000429,0.00253,0.00153,0.00127,,0.00027,,0.00027,0.000036017,0.000036017,0.000036017,0.00013948,,,,,8.08919E-06,1.55758E-05,9.83421E-07,1.90399E-06,1.80787E-06,,0.000013,0.000001,0.00012784,,,6.4861E-07,6.4329E-07,,1.2883E-06,7.2952E-07,7.8738E-07,0.004566864,,9.0485E-07,,0.000189
77dbd17a-5dac-4f22-a84c-1c4ca85af978,Emission to air,high population density,Methane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,
ad362da4-86b8-3519-b904-d7f3be4328fe,emission,air,Methanol,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,
18281313-4dde-31e9-a1ac-c210254d7130,emission,air,Methyl bromide,,kg,,,,,0.00000008,,,,,,,,,,,,,,,,,,,,0.00000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086497a9-ac6e-3e3f-9b16-d980cc0bb381,emission,air,Methyl ethyl ketone,,kg,,,,,0.000000195,,,,,,,,,,,,,,,,,,,,0.000000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf688e2e-ac31-3441-b17c-c8ab06c188c6,emission,water,Methyl ethyl ketone,,kg,,,,,,2.86E-10,3.665E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0267c81-ff66-36f6-ba35-11b522316310,emission,air,Methyl hydrazine,,kg,,,,,0.000000085,,,,,,,,,,,,,,,,,,,,0.000000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da9d5cb9-ad52-3bca-99a9-650145f9cab5,emission,water,Methyl isobutyl ketone,,kg,,,,,,,1.914E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02f393d6-bc1c-370e-9144-a022ddca1d0a,emission,air,Methyl methacrylate,,kg,,,,,0.00000001,,,,,,,,,,,,,,,,,,,,0.00000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806ce2b4-1a8c-3844-8372-dd0fa3797c21,emission,air,Methyl tert-butyl ether,,kg,,,,,1.75E-08,,,,,,,,,,,,,,,,,,,,1.75E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9fd0074-f765-3f38-a150-2ca0a82c37be,emission,air,Methylene chloride,,kg,,,,,0.000000145,,,5.3599E-07,,,,,6.4069E-08,1.7827E-07,1.134E-07,,,1.5217E-07,,,,,,,0.000000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7773E-07,,,,,,,,,,,,,0.00000261
3dd138a5-bd77-3ae5-baf5-1c53acabb4b8,Waste,unspecified,Mineral waste,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021,,,,,,,,,,,,,,,,
f95a65ae-f63c-39be-a86a-cb9b547b781b,emission,water,Molybdenum,,kg,,,,,,8.17E-08,5.075E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebf3aeb4-7a46-3029-a8f8-83d68f4d4ce5,emission,air,Naphthalene,,kg,,,,,6.5E-09,,,,,,,,2.8721E-09,4.5036E-08,5.0834E-09,2.9147E-09,,3.5664E-08,,,,,,,6.5E-09,,,,,,,,,,,,,,9.7713E-09,9.7713E-09,9.7713E-09,2.124E-08,,,,,,,,,,,1E-12,,1.354E-07,,,,,,,,,,,,,0.000000873
6db1dc8d-facf-347f-9885-53936a44286b,emission,water,Naphthalene,,kg,,,,,,6.48E-08,3.958E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E-11,,,,,,,,,,,,,,
29212dbf-5c92-3200-aebd-52f80075b202,emission,water,"Naphthalenes, alkylated, unspecified",,kg,,,,,,2.86E-09,7.035E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad1bd08b-d640-3605-803e-988d109197e0,air,subterranean,Natural gas,,MJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.93291,-59.48107,-59.31670211,-59.4982,-59.4982,-58.93291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.147888,
50f56ea3-e292-3c09-89d2-74466af5f11e,emission,air,Nickel,,kg,,,,,1.741E-07,,,4.986E-08,,,,,6.186E-08,3.3677E-06,1.0949E-07,1.0034E-08,,2.6669E-06,,,,,,,1.741E-07,,,,,,,,,,,,,,3.3639E-08,3.3639E-08,3.3639E-08,,,,,,1.25817E-09,2.42261E-09,1.52958E-10,2.96141E-10,2.8119E-10,,,,0.000010125,,,,,,,,,,,,,0.000000297
5a0f4337-3cdb-3484-84b4-67f1f5d0c113,emission,water,Nickel,,kg,,,,,,0.000000977,0.000000054,,,,,,,,,,,,0.000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000001,,,,,,,,,,,,,,,
e43a270f-4f88-4789-a0b8-7aba56677743,Emission to air,high population density,Nickel,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,
63e7fe55-8549-11e0-9d78-0800200c9a66,Emission to water,unspecified,Nickel,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000004,,,,,,,,,,,,,,,,
d4625608-6ef8-3ce6-bfa4-0f96f3535e23,emission,water,Nitrogen,,kg,,,,,,,,,,,,,,,,,,,,0.308,,,,,,,,,,,0.0000443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcae4add-1efb-4af1-8e83-899703bcf64f,Emission to air,high population density,Nitrogen,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,61742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcfe0815-6fa3-4e1d-a55e-155b29904f1d,Emission to water,unspecified,Nitrogen,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017,,,,,,,,,,,,,,,,
e0b92d26-4203-3ae4-aa2d-db74fab4711b,Resource,air,Nitrogen,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,,
a742c00e-7148-3f99-9ecc-16bb46bd2f4f,emission,air,Nitrogen dioxide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000051,,0.00000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9945575-a965-4bf3-9cd7-584263172abd,Emission to air,high population density,Nitrogen dioxide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,,,,,,,,,,,,,,,,
4382ba18-dd21-3837-80b2-94283ef5490e,emission,air,Nitrogen oxides,,kg,,,0.00006233,,0.0057524,,,0.0028727,0.052813,,,,0.0027065,0.0010313,0.0034674,0.00047759,,0.0010092,0.00029,13.8,0.033472,,,,0.0059743,0.0026025,,,0.00286,0.00381,0.000107,0.00362,0.00362,0.00286,,0.00012,,0.00013,0.0016011,0.0006,0.004460599,0.0016666,,,,,9.26579E-05,0.000178413,1.12646E-05,2.18093E-05,2.07083E-05,,0.000015,,0.0070315,,,0.00035753,0.0003546,,0.00053228,0.00040213,0.00043403,,,0.00049859,,0.002097
887419d2-a15b-3b0e-beb1-d0f98002952f,troposphere,rural,Nitrogen oxides,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00072,
bc8e6793-7071-3c12-bac4-bb5adcb44f79,Technosphere Flows,CUTOFF Flows,"Nitrogen, liquid, at plant",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.077,,,,,,,,,,,,,,,
